A1CF	0
A2M	0
A2ML1	2
A3GALT2	0
A4GALT	0
AAAS	571
AACS	46
AAGAB	3841
AAK1	2469
AAMDC	513
AANAT	1
AAR2	1086
AARS1	2756
AARS2	830
AASDH	739
AASDHPPT	873
AASS	260
AATF	870
AATK	18
ABAT	1
ABCA1	3301
ABCA12	0
ABCA13	0
ABCA2	133
ABCA3	835
ABCA4	0
ABCA5	338
ABCA7	1371
ABCB1	0
ABCB10	3150
ABCB11	0
ABCB5	0
ABCB6	9290
ABCB7	1002
ABCB8	1065
ABCB9	116
ABCC1	2815
ABCC10	754
ABCC12	0
ABCC2	31
ABCC3	2089
ABCC4	10
ABCC5	1406
ABCC8	0
ABCC9	0
ABCD2	130
ABCD3	626
ABCD4	523
ABCE1	2789
ABCF1	7525
ABCF3	2897
ABCG1	20
ABCG4	57
ABCG5	2
ABHD1	1156
ABHD10	314
ABHD11	575
ABHD12	972
ABHD12B	38
ABHD13	312
ABHD14A	2244
ABHD14B	3150
ABHD15	105
ABHD16A	1486
ABHD16B	0
ABHD17A	23127
ABHD17B	129
ABHD17C	134
ABHD18	399
ABHD2	1843
ABHD3	25
ABHD4	1594
ABHD5	490
ABHD6	8
ABHD8	9
ABI1	1014
ABI2	10
ABI3	576
ABITRAM	343
ABL1	1046
ABL2	731
ABLIM1	75
ABLIM2	0
ABLIM3	25
ABR	1045
ABRA	0
ABRACL	100
ABRAXAS1	1622
ABRAXAS2	551
ABT1	550
ABTB1	3462
ABTB2	35
ACAA1	1583
ACAA2	923
ACACA	355
ACACB	149
ACAD10	1096
ACAD11	646
ACAD8	583
ACAD9	599
ACADL	74
ACADM	1404
ACADS	708
ACADSB	804
ACADVL	68
ACAN	1
ACAP2	3355
ACAP3	0
ACAT1	602
ACAT2	170
ACBD3	739
ACBD4	198
ACBD5	1090
ACBD6	860
ACBD7	14
ACCS	129
ACE	3826
ACER1	0
ACER2	59
ACER3	967
ACHE	11602
ACIN1	8855
ACKR1	407
ACKR2	0
ACKR3	6875
ACKR4	1516
ACLY	1807
ACMSD	3
ACO1	1865
ACO2	3740
ACOD1	20
ACOT11	51
ACOT12	4
ACOT13	221
ACOT7	103
ACOT8	1236
ACOT9	2131
ACOX1	1312
ACOX2	1
ACOX3	233
ACP1	553
ACP2	960
ACP3	0
ACP5	294
ACP6	943
ACP7	1892
ACR	1
ACRV1	0
ACSBG1	0
ACSBG2	572
ACSF2	271
ACSF3	424
ACSL1	388
ACSL3	1327
ACSL4	943
ACSL5	18
ACSL6	137
ACSS1	3799
ACSS2	1474
ACSS3	0
ACTA1	271
ACTA2	28
ACTB	37415
ACTBL2	0
ACTC1	0
ACTG1	14693
ACTG2	75
ACTL6A	857
ACTL7A	145
ACTL8	0
ACTL9	0
ACTN1	2981
ACTN2	1
ACTN3	1
ACTN4	3724
ACTR10	2377
ACTR1A	1346
ACTR2	596
ACTR3	2001
ACTR3B	172
ACTR5	758
ACTR6	270
ACTR8	1118
ACTRT3	0
ACVR1	230
ACVR1B	689
ACVR1C	0
ACVR2A	1077
ACVR2B	352
ACVRL1	0
ACY1	1218
ACY3	1
ACYP1	22
ACYP2	15
ADA	146
ADA2	89
ADAD1	13
ADAD2	0
ADAL	2050
ADAM10	1432
ADAM11	3
ADAM12	0
ADAM15	274
ADAM17	1434
ADAM19	280
ADAM22	1
ADAM23	532
ADAM33	357
ADAM8	238
ADAM9	187
ADAMTS1	1
ADAMTS10	3
ADAMTS12	1
ADAMTS13	7
ADAMTS14	0
ADAMTS15	0
ADAMTS17	0
ADAMTS18	0
ADAMTS19	0
ADAMTS2	339
ADAMTS3	0
ADAMTS4	928
ADAMTS5	0
ADAMTS6	61
ADAMTS7	821
ADAMTS8	0
ADAMTS9	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	0
ADAMTSL4	35
ADAMTSL5	306
ADAP1	44
ADAP2	37
ADAR	4160
ADARB1	306
ADARB2	0
ADAT1	310
ADAT2	216
ADAT3	445
ADCK1	251
ADCK2	586
ADCK5	684
ADCY1	0
ADCY10	0
ADCY2	0
ADCY3	154
ADCY4	1
ADCY5	103
ADCY6	875
ADCY7	271
ADCY8	0
ADCY9	109
ADCYAP1	1
ADCYAP1R1	0
ADD1	4103
ADD2	0
ADD3	5334
ADGB	0
ADGRA1	1
ADGRA2	50
ADGRA3	545
ADGRB1	0
ADGRB2	0
ADGRB3	0
ADGRD1	0
ADGRD2	0
ADGRE5	1951
ADGRF5	0
ADGRG1	3090
ADGRG2	593
ADGRG3	109
ADGRG5	321
ADGRG6	20
ADGRG7	0
ADGRL1	325
ADGRL2	0
ADGRL3	12
ADGRL4	0
ADGRV1	3
ADHFE1	26
ADI1	449
ADIG	5
ADIPOR1	481
ADIPOR2	261
ADIRF	0
ADK	451
ADM	0
ADM2	0
ADNP2	2037
ADO	332
ADORA1	1
ADORA2A	34
ADORA2B	155
ADORA3	3
ADPGK	1135
ADPRH	512
ADPRHL1	338
ADPRM	261
ADPRS	833
ADRA1A	0
ADRA1B	0
ADRA1D	0
ADRA2A	0
ADRA2B	14
ADRA2C	0
ADRB1	12
ADRB2	8
ADRB3	0
ADRM1	3553
ADSL	832
ADSS1	4583
ADSS2	446
AEBP1	0
AEBP2	763
AFAP1	8
AFAP1L1	117
AFAP1L2	12
AFDN	2188
AFF1	3537
AFF2	2142
AFF3	17
AFF4	1071
AFG1L	44
AFG3L2	1826
AFMID	6
AFTPH	1372
AGA	62
AGAP1	242
AGAP2	158
AGAP3	32
AGBL1	0
AGBL2	0
AGBL3	37
AGBL4	0
AGBL5	1938
AGFG1	1252
AGFG2	256
AGGF1	1764
AGK	348
AGL	714
AGMAT	14
AGMO	0
AGO2	1698
AGO3	77
AGPAT2	339
AGPAT3	27
AGPAT4	285
AGPAT5	622
AGPS	334
AGR2	0
AGR3	17
AGRN	9
AGT	4
AGTPBP1	2489
AGTR1	0
AGTR2	0
AGXT	0
AGXT2	17
AHCTF1	1683
AHCY	1419
AHCYL1	1075
AHCYL2	404
AHDC1	1082
AHI1	933
AHNAK	2860
AHR	716
AHRR	1
AHSA1	1418
AHSG	0
AICDA	0
AIDA	827
AIF1	131
AIF1L	0
AIFM1	765
AIFM2	195
AIFM3	0
AIG1	26
AIMP1	1391
AIMP2	553
