A1CF	0
A2M	2
A2ML1	5
A3GALT2	2
A4GALT	0
AAAS	751
AACS	44
AAGAB	4451
AAK1	2831
AAMDC	976
AANAT	1
AAR2	1373
AARS1	3946
AARS2	972
AASDH	889
AASDHPPT	1018
AASS	321
AATF	1159
AATK	28
ABAT	5
ABCA1	4304
ABCA12	24
ABCA13	0
ABCA2	153
ABCA3	1260
ABCA4	0
ABCA5	566
ABCA7	828
ABCB1	0
ABCB10	3679
ABCB11	0
ABCB5	0
ABCB6	14684
ABCB7	937
ABCB8	1465
ABCB9	211
ABCC1	3407
ABCC10	1018
ABCC12	0
ABCC2	60
ABCC3	2115
ABCC4	9
ABCC5	2058
ABCC8	0
ABCC9	1
ABCD2	139
ABCD3	715
ABCD4	526
ABCE1	3023
ABCF1	8779
ABCF3	3714
ABCG1	24
ABCG4	29
ABCG5	3
ABHD1	1236
ABHD10	254
ABHD11	1315
ABHD12	1061
ABHD12B	38
ABHD13	352
ABHD14A	2721
ABHD14B	3927
ABHD15	108
ABHD16A	1840
ABHD16B	0
ABHD17A	21957
ABHD17B	102
ABHD17C	169
ABHD18	658
ABHD2	1321
ABHD3	26
ABHD4	1935
ABHD5	814
ABHD6	13
ABHD8	21
ABI1	1209
ABI2	83
ABI3	477
ABITRAM	305
ABL1	1251
ABL2	980
ABLIM1	160
ABLIM2	0
ABLIM3	31
ABR	1053
ABRA	0
ABRACL	71
ABRAXAS1	1695
ABRAXAS2	652
ABT1	640
ABTB1	4083
ABTB2	48
ACAA1	1420
ACAA2	810
ACACA	490
ACACB	127
ACAD10	1700
ACAD11	563
ACAD8	777
ACAD9	437
ACADL	129
ACADM	1446
ACADS	865
ACADSB	859
ACADVL	99
ACAN	0
ACAP2	3431
ACAP3	0
ACAT1	647
ACAT2	205
ACBD3	841
ACBD4	207
ACBD5	1277
ACBD6	892
ACBD7	17
ACCS	213
ACE	2462
ACER1	0
ACER2	119
ACER3	1202
ACHE	14455
ACIN1	10983
ACKR1	460
ACKR2	1
ACKR3	7546
ACKR4	2403
ACLY	1771
ACMSD	3
ACO1	2459
ACO2	4922
ACOD1	12
ACOT11	50
ACOT12	3
ACOT13	112
ACOT7	74
ACOT8	1534
ACOT9	2776
ACOX1	1336
ACOX2	13
ACOX3	312
ACP1	476
ACP2	1156
