A1CF	0
A2M	0
A2ML1	1
A3GALT2	0
A4GALT	0
AAAS	836
AACS	49
AAGAB	3683
AAK1	4668
AAMDC	817
AANAT	2
AAR2	1164
AARS1	2610
AARS2	797
AASDH	818
AASDHPPT	1182
AASS	304
AATF	741
AATK	109
ABAT	6
ABCA1	5234
ABCA12	24
ABCA13	0
ABCA2	422
ABCA3	1346
ABCA4	0
ABCA5	999
ABCA7	2455
ABCB1	0
ABCB10	4802
ABCB11	0
ABCB5	0
ABCB6	4974
ABCB7	959
ABCB8	1007
ABCB9	111
ABCC1	2208
ABCC10	979
ABCC12	0
ABCC2	68
ABCC3	825
ABCC4	45
ABCC5	3765
ABCC8	0
ABCC9	0
ABCD2	270
ABCD3	666
ABCD4	318
ABCE1	2300
ABCF1	4323
ABCF3	2967
ABCG1	84
ABCG4	233
ABCG5	6
ABHD1	568
ABHD10	284
ABHD11	822
ABHD12	986
ABHD12B	137
ABHD13	409
ABHD14A	1195
ABHD14B	3120
ABHD15	103
ABHD16A	1981
ABHD16B	0
ABHD17A	11719
ABHD17B	129
ABHD17C	193
ABHD18	565
ABHD2	3423
ABHD3	91
ABHD4	1047
ABHD5	704
ABHD6	73
ABHD8	14
ABI1	1656
ABI2	72
ABI3	2273
ABITRAM	365
ABL1	1380
ABL2	909
ABLIM1	260
ABLIM2	0
ABLIM3	54
ABR	1566
ABRA	0
ABRACL	170
ABRAXAS1	1684
ABRAXAS2	613
ABT1	591
ABTB1	2713
ABTB2	86
ACAA1	816
ACAA2	772
ACACA	945
ACACB	395
ACAD10	1375
ACAD11	383
ACAD8	370
ACAD9	466
ACADL	217
ACADM	1139
ACADS	420
ACADSB	944
ACADVL	38
ACAN	1
ACAP2	3780
ACAP3	1
ACAT1	388
ACAT2	472
ACBD3	884
ACBD4	100
ACBD5	1451
ACBD6	767
ACBD7	4
ACCS	184
ACE	4423
ACER1	0
ACER2	226
ACER3	1569
ACHE	6924
ACIN1	7974
ACKR1	181
ACKR2	8
ACKR3	2682
ACKR4	1272
ACLY	1769
ACMSD	0
ACO1	2386
ACO2	2205
ACOD1	57
ACOT11	256
ACOT12	2
ACOT13	294
ACOT7	484
ACOT8	617
ACOT9	2061
ACOX1	826
ACOX2	4
ACOX3	413
ACP1	406
ACP2	1051
ACP3	0
ACP5	731
ACP6	1012
ACP7	1634
ACR	0
ACRV1	0
ACSBG1	6
ACSBG2	1409
ACSF2	389
ACSF3	243
ACSL1	1634
ACSL3	2237
ACSL4	1928
ACSL5	0
ACSL6	190
ACSS1	6031
ACSS2	2232
ACSS3	0
ACTA1	265
ACTA2	37
ACTB	57727
ACTBL2	0
ACTC1	0
ACTG1	30522
ACTG2	176
ACTL6A	1089
ACTL7A	100
ACTL8	0
ACTL9	0
ACTN1	9795
ACTN2	0
ACTN3	4
ACTN4	7640
ACTR10	1425
ACTR1A	1633
ACTR2	1128
ACTR3	2782
ACTR3B	409
ACTR5	642
ACTR6	450
ACTR8	1026
ACTRT3	0
ACVR1	343
ACVR1B	1252
ACVR1C	1
ACVR2A	971
ACVR2B	603
ACVRL1	6
ACY1	776
ACY3	1
ACYP1	13
ACYP2	21
ADA	194
ADA2	357
ADAD1	31
ADAD2	0
ADAL	2105
ADAM10	2244
ADAM11	15
ADAM12	0
ADAM15	1091
ADAM17	1641
ADAM19	563
ADAM22	3
ADAM23	3149
ADAM33	1235
ADAM8	683
ADAM9	123
ADAMTS1	0
ADAMTS10	7
ADAMTS12	12
ADAMTS13	26
ADAMTS14	0
ADAMTS15	0
ADAMTS17	0
ADAMTS18	0
ADAMTS19	0
ADAMTS2	102
ADAMTS3	1
ADAMTS4	1920
ADAMTS5	5
ADAMTS6	62
ADAMTS7	597
ADAMTS8	1
ADAMTS9	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	0
ADAMTSL4	164
ADAMTSL5	139
ADAP1	204
ADAP2	102
ADAR	6244
ADARB1	617
ADARB2	0
ADAT1	474
ADAT2	374
ADAT3	187
ADCK1	168
ADCK2	752
ADCK5	651
ADCY1	6
ADCY10	1
ADCY2	0
ADCY3	215
ADCY4	6
ADCY5	82
ADCY6	4185
ADCY7	719
ADCY8	0
ADCY9	444
ADCYAP1	0
ADCYAP1R1	1
ADD1	3746
ADD2	0
ADD3	7697
ADGB	2
ADGRA1	4
ADGRA2	69
ADGRA3	826
ADGRB1	1
ADGRB2	0
ADGRB3	0
ADGRD1	2
ADGRD2	2
ADGRE5	2480
ADGRF5	3
ADGRG1	7426
ADGRG2	1782
ADGRG3	280
ADGRG5	539
ADGRG6	119
ADGRG7	0
ADGRL1	82
ADGRL2	6
ADGRL3	54
ADGRL4	0
ADGRV1	21
ADHFE1	24
ADI1	335
ADIG	14
ADIPOR1	557
ADIPOR2	436
ADIRF	0
ADK	453
ADM	2
ADM2	0
ADNP2	2234
ADO	200
ADORA1	0
ADORA2A	79
ADORA2B	236
ADORA3	7
ADPGK	2112
ADPRH	151
ADPRHL1	521
ADPRM	176
ADPRS	975
ADRA1A	0
ADRA1B	7
ADRA1D	0
ADRA2A	6
ADRA2B	4
ADRA2C	0
ADRB1	33
ADRB2	56
ADRB3	0
ADRM1	2787
ADSL	575
ADSS1	1624
ADSS2	433
AEBP1	0
AEBP2	821
AFAP1	107
AFAP1L1	377
AFAP1L2	23
AFDN	4344
AFF1	4904
AFF2	1815
AFF3	2
AFF4	2586
AFG1L	82
AFG3L2	1896
AFMID	16
AFTPH	1985
AGA	172
AGAP1	294
AGAP2	350
AGAP3	45
AGBL1	0
AGBL2	0
AGBL3	24
AGBL4	3
AGBL5	2278
AGFG1	1372
AGFG2	588
AGGF1	1770
AGK	423
AGL	1598
AGMAT	57
AGMO	3
AGO2	3008
AGO3	420
AGPAT2	503
AGPAT3	88
AGPAT4	604
AGPAT5	1441
AGPS	556
AGR2	0
AGR3	0
AGRN	140
AGT	0
AGTPBP1	3936
AGTR1	0
AGTR2	0
AGXT	0
AGXT2	12
AHCTF1	1969
AHCY	903
AHCYL1	1443
AHCYL2	477
AHDC1	1420
AHI1	1598
AHNAK	12807
AHR	1634
AHRR	3
AHSA1	724
AHSG	0
AICDA	0
AIDA	861
AIF1	571
AIF1L	18
AIFM1	693
AIFM2	267
AIFM3	0
AIG1	46
