A1CF	0
A2M	0
A2ML1	1
A3GALT2	0
A4GALT	0
AAAS	529
AACS	63
AAGAB	3979
AAK1	4139
AAMDC	613
AANAT	0
AAR2	1074
AARS1	2218
AARS2	857
AASDH	543
AASDHPPT	1074
AASS	200
AATF	677
AATK	34
ABAT	6
ABCA1	4287
ABCA12	10
ABCA13	0
ABCA2	315
ABCA3	1212
ABCA4	1
ABCA5	463
ABCA7	1195
ABCB1	0
ABCB10	6135
ABCB11	0
ABCB5	0
ABCB6	7679
ABCB7	955
ABCB8	1163
ABCB9	101
ABCC1	2342
ABCC10	895
ABCC12	0
ABCC2	26
ABCC3	1613
ABCC4	21
ABCC5	1706
ABCC8	0
ABCC9	0
ABCD2	103
ABCD3	543
ABCD4	483
ABCE1	2443
ABCF1	4914
ABCF3	2773
ABCG1	107
ABCG4	27
ABCG5	4
ABHD1	689
ABHD10	246
ABHD11	574
ABHD12	888
ABHD12B	49
ABHD13	393
ABHD14A	1783
ABHD14B	4024
ABHD15	76
ABHD16A	1272
ABHD16B	0
ABHD17A	16946
ABHD17B	146
ABHD17C	114
ABHD18	570
ABHD2	1600
ABHD3	36
ABHD4	1363
ABHD5	668
ABHD6	11
ABHD8	12
ABI1	1349
ABI2	44
ABI3	1572
ABITRAM	465
ABL1	1029
ABL2	699
ABLIM1	143
ABLIM2	0
ABLIM3	31
ABR	823
ABRA	0
ABRACL	92
ABRAXAS1	2138
ABRAXAS2	586
ABT1	643
ABTB1	2275
ABTB2	17
ACAA1	1033
ACAA2	549
ACACA	780
ACACB	88
ACAD10	1624
ACAD11	497
ACAD8	558
ACAD9	359
ACADL	108
ACADM	1837
ACADS	419
ACADSB	876
ACADVL	37
ACAN	0
ACAP2	3643
ACAP3	0
ACAT1	438
ACAT2	285
ACBD3	602
ACBD4	102
ACBD5	1382
ACBD6	678
ACBD7	20
ACCS	120
ACE	3866
ACER1	0
ACER2	140
ACER3	1369
ACHE	7981
ACIN1	6877
ACKR1	352
ACKR2	3
ACKR3	4474
ACKR4	1570
ACLY	1506
ACMSD	0
ACO1	2247
ACO2	1888
ACOD1	44
ACOT11	80
ACOT12	1
ACOT13	131
ACOT7	176
ACOT8	790
ACOT9	1808
ACOX1	749
ACOX2	6
ACOX3	280
ACP1	522
ACP2	887
ACP3	0
ACP5	379
ACP6	900
ACP7	1686
ACR	0
ACRV1	0
ACSBG1	2
ACSBG2	800
ACSF2	278
ACSF3	229
ACSL1	455
ACSL3	1610
ACSL4	770
ACSL5	3
ACSL6	31
ACSS1	4611
ACSS2	1775
ACSS3	0
ACTA1	567
ACTA2	32
ACTB	26576
ACTBL2	0
ACTC1	0
ACTG1	18642
ACTG2	147
ACTL6A	865
ACTL7A	155
ACTL8	0
ACTL9	0
ACTN1	2630
ACTN2	1
ACTN3	3
ACTN4	5310
ACTR10	1679
ACTR1A	1066
ACTR2	802
ACTR3	1911
ACTR3B	2
ACTR5	766
ACTR6	284
ACTR8	954
ACTRT3	0
ACVR1	286
ACVR1B	664
ACVR1C	0
ACVR2A	1007
ACVR2B	359
ACVRL1	1
ACY1	957
ACY3	1
ACYP1	18
ACYP2	9
ADA	167
ADA2	339
ADAD1	23
ADAD2	0
ADAL	1865
ADAM10	1675
ADAM11	2
ADAM12	0
ADAM15	484
ADAM17	1407
ADAM19	94
ADAM22	6
ADAM23	2671
ADAM33	820
ADAM8	164
ADAM9	144
ADAMTS1	0
ADAMTS10	2
ADAMTS12	0
ADAMTS13	47
ADAMTS14	1
ADAMTS15	0
ADAMTS17	3
ADAMTS18	0
ADAMTS19	0
ADAMTS2	122
ADAMTS3	0
ADAMTS4	223
ADAMTS5	0
ADAMTS6	78
ADAMTS7	793
ADAMTS8	0
ADAMTS9	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	0
ADAMTSL4	63
ADAMTSL5	139
ADAP1	65
ADAP2	31
ADAR	4695
ADARB1	477
ADARB2	0
ADAT1	329
ADAT2	246
ADAT3	378
ADCK1	168
ADCK2	626
ADCK5	625
ADCY1	0
ADCY10	0
ADCY2	0
ADCY3	75
ADCY4	1
ADCY5	66
ADCY6	948
ADCY7	329
ADCY8	0
ADCY9	113
ADCYAP1	0
ADCYAP1R1	0
ADD1	3313
ADD2	1
ADD3	8463
ADGB	1
ADGRA1	4
ADGRA2	75
ADGRA3	537
ADGRB1	0
ADGRB2	1
ADGRB3	0
ADGRD1	0
ADGRD2	3
ADGRE5	941
ADGRF5	1
ADGRG1	4079
ADGRG2	322
ADGRG3	76
ADGRG5	396
ADGRG6	36
ADGRG7	0
ADGRL1	99
ADGRL2	1
ADGRL3	2
ADGRL4	0
ADGRV1	0
ADHFE1	39
ADI1	299
ADIG	9
ADIPOR1	526
ADIPOR2	361
ADIRF	0
ADK	392
ADM	0
ADM2	0
ADNP2	1711
ADO	181
ADORA1	0
ADORA2A	29
ADORA2B	83
ADORA3	2
ADPGK	1650
ADPRH	172
ADPRHL1	603
ADPRM	230
ADPRS	728
ADRA1A	0
ADRA1B	0
ADRA1D	0
ADRA2A	6
ADRA2B	8
ADRA2C	0
ADRB1	13
ADRB2	6
ADRB3	0
ADRM1	3137
ADSL	561
ADSS1	3111
ADSS2	309
AEBP1	0
AEBP2	662
AFAP1	25
AFAP1L1	264
AFAP1L2	22
AFDN	3260
AFF1	3632
AFF2	1388
AFF3	5
AFF4	1502
AFG1L	42
AFG3L2	1823
AFMID	4
AFTPH	1722
AGA	99
AGAP1	258
AGAP2	173
AGAP3	11
AGBL1	1
AGBL2	1
AGBL3	15
AGBL4	3
AGBL5	2265
AGFG1	1507
AGFG2	328
AGGF1	1767
AGK	169
AGL	1179
AGMAT	33
AGMO	0
AGO2	2546
AGO3	177
AGPAT2	325
AGPAT3	28
AGPAT4	176
AGPAT5	879
AGPS	430
AGR2	0
AGR3	0
AGRN	173
AGT	1
AGTPBP1	1231
AGTR1	0
AGTR2	0
AGXT	0
AGXT2	3
AHCTF1	1620
AHCY	738
AHCYL1	1367
AHCYL2	302
AHDC1	1164
AHI1	773
AHNAK	2753
AHR	1177
AHRR	0
AHSA1	1098
AHSG	0
AICDA	0
AIDA	933
AIF1	245
AIF1L	3
AIFM1	671
AIFM2	196
AIFM3	0
AIG1	38
AIMP1	1693
AIMP2	540
