A1CF	0
A2M	0
A2ML1	7
A3GALT2	0
A4GALT	2
AAAS	495
AACS	85
AAGAB	4162
AAK1	2849
AAMDC	452
AANAT	0
AAR2	1096
AARS1	2595
AARS2	927
AASDH	707
AASDHPPT	1143
AASS	236
AATF	940
AATK	44
ABAT	11
ABCA1	3727
ABCA12	6
ABCA13	0
ABCA2	240
ABCA3	1051
ABCA4	0
ABCA5	352
ABCA7	1739
ABCB1	0
ABCB10	3857
ABCB11	0
ABCB5	0
ABCB6	7707
ABCB7	912
ABCB8	1258
ABCB9	152
ABCC1	3384
ABCC10	890
ABCC12	0
ABCC2	32
ABCC3	1389
ABCC4	17
ABCC5	2646
ABCC8	0
ABCC9	0
ABCD2	260
ABCD3	628
ABCD4	348
ABCE1	2532
ABCF1	4166
ABCF3	2937
ABCG1	99
ABCG4	91
ABCG5	5
ABHD1	969
ABHD10	263
ABHD11	937
ABHD12	1235
ABHD12B	89
ABHD13	349
ABHD14A	1644
ABHD14B	4161
ABHD15	103
ABHD16A	1443
ABHD16B	0
ABHD17A	12537
ABHD17B	114
ABHD17C	198
ABHD18	499
ABHD2	2317
ABHD3	40
ABHD4	1566
ABHD5	833
ABHD6	46
ABHD8	7
ABI1	1633
ABI2	96
ABI3	1361
ABITRAM	314
ABL1	1012
ABL2	801
ABLIM1	168
ABLIM2	1
ABLIM3	19
ABR	1208
ABRA	0
ABRACL	190
ABRAXAS1	1499
ABRAXAS2	705
ABT1	729
ABTB1	3101
ABTB2	45
ACAA1	1013
ACAA2	881
ACACA	373
ACACB	256
ACAD10	1711
ACAD11	575
ACAD8	473
ACAD9	416
ACADL	152
ACADM	1333
ACADS	588
ACADSB	809
ACADVL	34
ACAN	0
ACAP2	2785
ACAP3	2
ACAT1	572
ACAT2	323
ACBD3	849
ACBD4	154
ACBD5	1377
ACBD6	626
ACBD7	6
ACCS	198
ACE	2845
ACER1	0
ACER2	129
ACER3	1117
ACHE	7453
ACIN1	8523
ACKR1	382
ACKR2	2
ACKR3	5016
ACKR4	1957
ACLY	1723
ACMSD	2
ACO1	2149
ACO2	2898
ACOD1	233
ACOT11	159
ACOT12	0
ACOT13	184
ACOT7	249
ACOT8	1018
ACOT9	2279
ACOX1	860
ACOX2	3
ACOX3	323
ACP1	528
ACP2	1064
ACP3	0
ACP5	671
ACP6	878
ACP7	1072
ACR	0
ACRV1	0
ACSBG1	1
ACSBG2	830
ACSF2	322
ACSF3	285
ACSL1	1222
ACSL3	1907
ACSL4	2127
ACSL5	0
ACSL6	43
ACSS1	4412
ACSS2	1616
ACSS3	0
ACTA1	494
ACTA2	25
ACTB	69463
ACTBL2	0
ACTC1	0
ACTG1	22928
ACTG2	76
ACTL6A	952
ACTL7A	136
ACTL8	0
ACTL9	0
ACTN1	6499
ACTN2	1
ACTN3	2
ACTN4	5198
ACTR10	1691
ACTR1A	1525
ACTR2	925
ACTR3	2938
ACTR3B	189
ACTR5	767
ACTR6	299
ACTR8	1260
ACTRT3	0
ACVR1	302
ACVR1B	942
ACVR1C	0
ACVR2A	997
ACVR2B	460
ACVRL1	3
ACY1	967
ACY3	6
ACYP1	38
ACYP2	14
ADA	219
ADA2	179
ADAD1	58
ADAD2	0
ADAL	2726
ADAM10	2036
ADAM11	4
ADAM12	0
ADAM15	1488
ADAM17	1697
ADAM19	459
ADAM22	1
ADAM23	2251
ADAM33	1481
ADAM8	608
ADAM9	236
ADAMTS1	0
ADAMTS10	6
ADAMTS12	3
ADAMTS13	15
ADAMTS14	2
ADAMTS15	0
ADAMTS17	0
ADAMTS18	2
ADAMTS19	0
ADAMTS2	98
ADAMTS3	0
ADAMTS4	797
ADAMTS5	3
ADAMTS6	79
ADAMTS7	1042
ADAMTS8	0
ADAMTS9	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	1
ADAMTSL4	156
ADAMTSL5	84
ADAP1	103
ADAP2	63
ADAR	5400
ADARB1	480
ADARB2	0
ADAT1	377
ADAT2	282
ADAT3	357
ADCK1	198
ADCK2	950
ADCK5	846
ADCY1	0
ADCY10	0
ADCY2	0
ADCY3	422
ADCY4	7
ADCY5	71
ADCY6	2221
ADCY7	545
ADCY8	0
ADCY9	166
ADCYAP1	1
ADCYAP1R1	0
ADD1	4086
ADD2	0
ADD3	7509
ADGB	0
ADGRA1	1
ADGRA2	38
ADGRA3	646
ADGRB1	2
ADGRB2	0
ADGRB3	0
ADGRD1	0
ADGRD2	0
ADGRE5	2595
ADGRF5	0
ADGRG1	5464
ADGRG2	1000
ADGRG3	212
ADGRG5	461
ADGRG6	120
ADGRG7	1
ADGRL1	198
ADGRL2	0
ADGRL3	0
ADGRL4	0
ADGRV1	1
ADHFE1	19
ADI1	180
ADIG	9
ADIPOR1	614
ADIPOR2	391
ADIRF	0
ADK	390
ADM	0
ADM2	0
ADNP2	1531
ADO	265
ADORA1	1
ADORA2A	42
ADORA2B	231
ADORA3	5
ADPGK	1683
ADPRH	371
ADPRHL1	511
ADPRM	298
ADPRS	859
ADRA1A	0
ADRA1B	4
ADRA1D	0
ADRA2A	2
ADRA2B	6
ADRA2C	0
ADRB1	7
ADRB2	17
ADRB3	0
ADRM1	3806
ADSL	656
ADSS1	3498
ADSS2	454
AEBP1	0
AEBP2	847
AFAP1	51
AFAP1L1	124
AFAP1L2	14
AFDN	2669
AFF1	3593
AFF2	1485
AFF3	0
AFF4	1968
AFG1L	43
AFG3L2	2061
AFMID	4
AFTPH	1678
AGA	93
AGAP1	222
AGAP2	293
AGAP3	38
AGBL1	0
AGBL2	0
AGBL3	65
AGBL4	1
AGBL5	2242
AGFG1	1333
AGFG2	281
AGGF1	1624
AGK	310
AGL	1474
AGMAT	53
AGMO	0
AGO2	3404
AGO3	218
AGPAT2	698
AGPAT3	29
AGPAT4	441
AGPAT5	655
AGPS	536
AGR2	0
AGR3	5
AGRN	254
AGT	2
AGTPBP1	2232
AGTR1	0
AGTR2	0
AGXT	0
AGXT2	6
AHCTF1	1723
AHCY	1045
AHCYL1	1666
AHCYL2	507
AHDC1	1135
AHI1	1029
AHNAK	7164
AHR	2003
AHRR	0
AHSA1	1358
AHSG	0
AICDA	3
AIDA	761
AIF1	433
AIF1L	10
AIFM1	789
AIFM2	205
AIFM3	0
AIG1	42
